Week,GameDate,Status,Conference,Team,Opponent,OppStatus,OppConference,Wins,Losses,OppWins,OppLosses
1,8/27/2014,G5,Sun Belt,Georgia State,Abilene Christian,FCS,FCS,0,12,,
1,8/28/2014,G5,Sun Belt,New Mexico State,Cal Poly,FCS,FCS,2,10,,
1,8/28/2014,G5,AAC,Temple,Vanderbilt,P5,SEC,2,10,9,4
1,8/28/2014,P5,ACC,Wake Forest,Louisiana-Monroe,G5,Sun Belt,4,8,6,6
1,8/28/2014,G5,Mid-American,Akron,Howard,FCS,FCS,5,7,,
1,8/28/2014,P5,PAC,Utah,Idaho State,FCS,FCS,5,7,,
1,8/28/2014,G5,Mid-American,Central Michigan,Chattanooga,FCS,FCS,6,6,,
1,8/28/2014,G5,Sun Belt,Louisiana-Monroe,Wake Forest,P5,ACC,6,6,4,8
1,8/28/2014,G5,Mountain West,San Jose State,North Dakota,FCS,FCS,6,6,,
1,8/28/2014,P5,Big Ten,Rutgers,Washington State,P5,PAC,6,7,6,7
1,8/28/2014,P5,PAC,Washington State,Rutgers,P5,Big Ten,6,7,6,7
1,8/28/2014,G5,Mountain West,Boise State,Ole Miss,P5,SEC,8,5,8,5
1,8/28/2014,P5,Big Ten,Minnesota,Eastern Illinois,FCS,FCS,8,5,,
1,8/28/2014,P5,SEC,Ole Miss,Boise State,G5,Mountain West,8,5,8,5
1,8/28/2014,P5,SEC,Texas A&M,South Carolina,P5,SEC,9,4,11,2
1,8/28/2014,P5,SEC,Vanderbilt,Temple,G5,AAC,9,4,2,10
1,8/28/2014,P5,PAC,Arizona State,Weber State,FCS,FCS,10,4,,
1,8/28/2014,P5,SEC,South Carolina,Texas A&M,P5,SEC,11,2,9,4
1,8/28/2014,G5,Mid-American,Northern Illinois,Presbyterian,FCS,FCS,12,2,,
1,8/29/2014,G5,AAC,Connecticut,BYU,G5,Ind.,3,9,8,5
1,8/29/2014,P5,PAC,Colorado,Colorado State,G5,Mountain West,4,8,8,6
1,8/29/2014,G5,Mountain West,UNLV,Arizona,P5,PAC,7,6,8,5
1,8/29/2014,G5,CUSA,UTSA,Houston,G5,AAC,7,5,8,5
1,8/29/2014,P5,ACC,Syracuse,Villanova,FCS,FCS,7,6,,
1,8/29/2014,G5,Ind.,BYU,Connecticut,G5,AAC,8,5,3,9
1,8/29/2014,G5,Mountain West,Colorado State,Colorado,P5,PAC,8,6,4,8
1,8/29/2014,G5,AAC,Houston,UTSA,G5,CUSA,8,5,7,5
1,8/29/2014,G5,CUSA,Western Kentucky,Bowling Green,G5,Mid-American,8,4,10,4
1,8/29/2014,P5,PAC,Arizona,UNLV,G5,Mountain West,8,5,7,6
1,8/29/2014,G5,Mid-American,Bowling Green,Western Kentucky,G5,CUSA,10,4,8,4
1,8/29/2014,P5,Big Ten,Michigan State,Jacksonville State,FCS,FCS,13,1,,
1,8/30/2014,G5,Mid-American,Miami (OH),Marshall,G5,CUSA,0,12,10,4
1,8/30/2014,G5,CUSA,Florida International,Bethune-Cookman,FCS,FCS,1,11,,
1,8/30/2014,G5,Mountain West,Hawaii,Washington,P5,PAC,1,11,9,4
1,8/30/2014,G5,Sun Belt,Idaho,Florida,P5,SEC,1,11,4,8
1,8/30/2014,G5,Mid-American,Massachusetts,Boston College,P5,ACC,1,11,7,6
1,8/30/2014,G5,CUSA,Southern Miss,Mississippi State,P5,SEC,1,11,7,6
1,8/30/2014,G5,Mid-American,Western Michigan,Purdue,P5,Big Ten,1,11,1,11
1,8/30/2014,P5,PAC,California,Northwestern,P5,Big Ten,1,11,5,7
1,8/30/2014,P5,Big Ten,Purdue,Western Michigan,G5,Mid-American,1,11,1,11
1,8/30/2014,G5,Mountain West,Air Force,Nicholls State,FCS,FCS,2,10,,
1,8/30/2014,G5,Mid-American,Eastern Michigan,Morgan State,FCS,FCS,2,10,,
1,8/30/2014,G5,AAC,South Florida,Western Carolina,FCS,FCS,2,10,,
1,8/30/2014,G5,CUSA,UAB,Troy,G5,Sun Belt,2,10,6,6
1,8/30/2014,G5,CUSA,UTEP,New Mexico,G5,Mountain West,2,10,3,9
1,8/30/2014,P5,SEC,Kentucky,Tennessee-Martin,FCS,FCS,2,10,,
1,8/30/2014,P5,ACC,Virginia,UCLA,P5,PAC,2,10,10,3
1,8/30/2014,G5,AAC,Memphis,Austin Peay,FCS,FCS,3,9,,
1,8/30/2014,G5,Mountain West,New Mexico,UTEP,G5,CUSA,3,9,2,10
1,8/30/2014,G5,AAC,Tulsa,Tulane,G5,AAC,3,9,7,6
1,8/30/2014,P5,SEC,Arkansas,Auburn,P5,SEC,3,9,12,2
1,8/30/2014,P5,Big 12,Iowa State,North Dakota State,FCS,FCS,3,9,,
1,8/30/2014,P5,ACC,North Carolina State,Georgia Southern,G5,Sun Belt,3,9,7,4
1,8/30/2014,G5,Sun Belt,Appalachian State,Michigan,P5,Big Ten,4,8,7,6
1,8/30/2014,G5,Mid-American,Kent State,Ohio,G5,Mid-American,4,8,7,6
1,8/30/2014,G5,CUSA,Louisiana Tech,Oklahoma,P5,Big 12,4,8,11,2
1,8/30/2014,G5,Mountain West,Nevada,Southern Utah,FCS,FCS,4,8,,
1,8/30/2014,P5,SEC,Florida,Idaho,G5,Sun Belt,4,8,1,11
1,8/30/2014,P5,Big Ten,Illinois,Youngstown State,FCS,FCS,4,8,,
1,8/30/2014,P5,Big 12,TCU,Samford,FCS,FCS,4,8,,
1,8/30/2014,P5,Big 12,West Virginia,Alabama,P5,SEC,4,8,11,2
1,8/30/2014,G5,Mountain West,Wyoming,Montana,FCS,FCS,5,7,,
1,8/30/2014,P5,Big Ten,Indiana,Indiana State,FCS,FCS,5,7,,
1,8/30/2014,P5,Big Ten,Northwestern,California,P5,PAC,5,7,1,11
1,8/30/2014,G5,CUSA,Florida Atlantic,Nebraska,P5,Big Ten,6,6,9,4
1,8/30/2014,G5,Sun Belt,Texas State,Arkansas-Pine Bluff,FCS,FCS,6,6,,
1,8/30/2014,G5,Sun Belt,Troy,UAB,G5,CUSA,6,6,2,10
1,8/30/2014,G5,Sun Belt,Georgia Southern,North Carolina State,P5,ACC,7,4,3,9
1,8/30/2014,G5,Mid-American,Ohio,Kent State,G5,Mid-American,7,6,4,8
1,8/30/2014,G5,Mid-American,Toledo,New Hampshire,FCS,FCS,7,5,,
1,8/30/2014,G5,AAC,Tulane,Tulsa,G5,AAC,7,6,3,9
1,8/30/2014,P5,ACC,Boston College,Massachusetts,G5,Mid-American,7,6,1,11
1,8/30/2014,P5,ACC,Georgia Tech,Wofford,FCS,FCS,7,6,,
1,8/30/2014,P5,Big Ten,Maryland,James Madison,FCS,FCS,7,6,,
1,8/30/2014,P5,Big Ten,Michigan,Appalachian State,G5,Sun Belt,7,6,4,8
1,8/30/2014,P5,SEC,Mississippi State,Southern Miss,G5,CUSA,7,6,1,11
1,8/30/2014,P5,ACC,North Carolina,Liberty,FCS,FCS,7,6,,
1,8/30/2014,P5,PAC,Oregon State,Portland State,FCS,FCS,7,6,,
1,8/30/2014,P5,Big Ten,Penn State,UCF,G5,AAC,7,5,12,1
1,8/30/2014,P5,ACC,Pittsburgh,Delaware,FCS,FCS,7,6,,
1,8/30/2014,G5,Sun Belt,Arkansas State,Montana State,FCS,FCS,8,5,,
1,8/30/2014,G5,Mid-American,Buffalo,Duquesne,FCS,FCS,8,5,,
1,8/30/2014,G5,CUSA,MTSU,Savannah State,FCS,FCS,8,5,,
1,8/30/2014,G5,CUSA,Old Dominion,Hampton,FCS,FCS,8,4,,
1,8/30/2014,G5,Mountain West,San Diego State,Northern Arizona,FCS,FCS,8,5,,
1,8/30/2014,P5,SEC,Georgia,Clemson,P5,ACC,8,5,11,2
1,8/30/2014,P5,Big Ten,Iowa,Northern Iowa,FCS,FCS,8,5,,
1,8/30/2014,P5,Big 12,Kansas State,Stephen F. Austin,FCS,FCS,8,5,,
1,8/30/2014,P5,Big 12,Texas,North Texas,G5,CUSA,8,5,9,4
1,8/30/2014,P5,Big 12,Texas Tech,Central Arkansas,FCS,FCS,8,5,,
1,8/30/2014,P5,ACC,Virginia Tech,William & Mary,FCS,FCS,8,5,,
1,8/30/2014,G5,Sun Belt,Louisiana-Lafayette,Southern University,FCS,FCS,9,4,,
1,8/30/2014,G5,Ind.,Navy,Ohio State,P5,Big Ten,9,4,12,2
1,8/30/2014,G5,CUSA,North Texas,Texas,P5,Big 12,9,4,8,5
1,8/30/2014,P5,Big Ten,Nebraska,Florida Atlantic,G5,CUSA,9,4,6,6
1,8/30/2014,P5,ND,Notre Dame,Rice,G5,CUSA,9,4,10,4
1,8/30/2014,P5,PAC,Washington,Hawaii,G5,Mountain West,9,4,1,11
1,8/30/2014,P5,Big Ten,Wisconsin,LSU,P5,SEC,9,4,10,3
1,8/30/2014,G5,Mid-American,Ball State,Colgate,FCS,FCS,10,3,,
1,8/30/2014,G5,AAC,East Carolina,NC Central,FCS,FCS,10,3,,
1,8/30/2014,G5,CUSA,Marshall,Miami (OH),G5,Mid-American,10,4,0,12
1,8/30/2014,G5,CUSA,Rice,Notre Dame,P5,ND,10,4,9,4
1,8/30/2014,P5,ACC,Duke,Elon,FCS,FCS,10,4,,
1,8/30/2014,P5,SEC,LSU,Wisconsin,P5,Big Ten,10,3,9,4
1,8/30/2014,P5,Big 12,Oklahoma State,Florida State,P5,ACC,10,3,14,0
1,8/30/2014,P5,PAC,UCLA,Virginia,P5,ACC,10,3,2,10
1,8/30/2014,P5,PAC,USC,Fresno State,G5,Mountain West,10,4,11,2
1,8/30/2014,G5,Mountain West,Fresno State,USC,P5,PAC,11,2,10,4
1,8/30/2014,P5,SEC,Alabama,West Virginia,P5,Big 12,11,2,4,8
1,8/30/2014,P5,ACC,Clemson,Georgia,P5,SEC,11,2,8,5
1,8/30/2014,P5,Big 12,Oklahoma,Louisiana Tech,G5,CUSA,11,2,4,8
1,8/30/2014,P5,PAC,Oregon,South Dakota,FCS,FCS,11,2,,
1,8/30/2014,P5,PAC,Stanford,UC Davis,FCS,FCS,11,3,,
1,8/30/2014,G5,AAC,UCF,Penn State,P5,Big Ten,12,1,7,5
1,8/30/2014,P5,SEC,Auburn,Arkansas,P5,SEC,12,2,3,9
1,8/30/2014,P5,SEC,Missouri,South Dakota State,FCS,FCS,12,2,,
1,8/30/2014,P5,Big Ten,Ohio State,Navy,G5,Ind.,12,2,9,4
1,8/30/2014,P5,ACC,Florida State,Oklahoma State,P5,Big 12,14,0,10,3
1,8/31/2014,G5,AAC,SMU,Baylor,P5,Big 12,5,7,11,2
1,8/31/2014,P5,SEC,Tennessee,Utah State,G5,Mountain West,5,7,9,5
1,8/31/2014,G5,Mountain West,Utah State,Tennessee,P5,SEC,9,5,5,7
1,8/31/2014,P5,Big 12,Baylor,SMU,G5,AAC,11,2,5,7
1,9/1/2014,P5,ACC,Miami (FL),Louisville,P5,ACC,9,4,12,1
1,9/1/2014,P5,ACC,Louisville,Miami (FL),P5,ACC,12,1,9,4
2,9/4/2014,G5,CUSA,UTSA,Arizona,P5,PAC,7,5,8,5
2,9/4/2014,P5,PAC,Arizona,UTSA,G5,CUSA,8,5,7,5
2,9/5/2014,G5,Mountain West,Nevada,Washington State,P5,PAC,4,8,6,7
2,9/5/2014,P5,PAC,Washington State,Nevada,G5,Mountain West,6,7,4,8
2,9/5/2014,P5,ACC,Boston College,Pittsburgh,P5,ACC,7,6,7,6
2,9/5/2014,P5,ACC,Pittsburgh,Boston College,P5,ACC,7,6,7,6
2,9/6/2014,G5,Sun Belt,Georgia State,New Mexico State,G5,Sun Belt,0,12,2,10
2,9/6/2014,G5,Mid-American,Miami (OH),Eastern Kentucky,FCS,FCS,0,12,,
2,9/6/2014,G5,CUSA,Florida International,Wagner,FCS,FCS,1,11,,
2,9/6/2014,G5,Mountain West,Hawaii,Oregon State,P5,PAC,1,11,7,6
2,9/6/2014,G5,Sun Belt,Idaho,Louisiana-Monroe,G5,Sun Belt,1,11,6,6
2,9/6/2014,G5,Mid-American,Massachusetts,Colorado,P5,PAC,1,11,4,8
2,9/6/2014,G5,CUSA,Southern Miss,Alcorn State,FCS,FCS,1,11,,
2,9/6/2014,P5,PAC,California,Sacramento State,FCS,FCS,1,11,,
2,9/6/2014,P5,Big Ten,Purdue,Central Michigan,G5,Mid-American,1,11,6,6
2,9/6/2014,G5,Mountain West,Air Force,Wyoming,G5,Mountain West,2,10,5,7
2,9/6/2014,G5,Mid-American,Eastern Michigan,Florida,P5,SEC,2,10,4,8
2,9/6/2014,G5,Sun Belt,New Mexico State,Georgia State,G5,Sun Belt,2,10,0,12
2,9/6/2014,G5,AAC,South Florida,Maryland,P5,Big Ten,2,10,7,6
2,9/6/2014,G5,AAC,Temple,Navy,G5,Ind.,2,10,9,4
2,9/6/2014,G5,CUSA,UAB,Mississippi State,P5,SEC,2,10,7,6
2,9/6/2014,G5,CUSA,UTEP,Texas Tech,P5,Big 12,2,10,8,5
2,9/6/2014,P5,SEC,Kentucky,Ohio,G5,Mid-American,2,10,7,6
2,9/6/2014,P5,ACC,Virginia,Richmond,FCS,FCS,2,10,,
2,9/6/2014,G5,Ind.,Army,Buffalo,G5,Mid-American,3,9,8,5
2,9/6/2014,G5,AAC,Connecticut,Stony Brook,FCS,FCS,3,9,,
2,9/6/2014,G5,AAC,Memphis,UCLA,P5,PAC,3,9,10,3
2,9/6/2014,G5,Mountain West,New Mexico,Arizona State,P5,PAC,3,9,10,4
2,9/6/2014,G5,AAC,Tulsa,Oklahoma,P5,Big 12,3,9,11,2
2,9/6/2014,P5,SEC,Arkansas,Nicholls State,FCS,FCS,3,9,,
2,9/6/2014,P5,Big 12,Iowa State,Kansas State,P5,Big 12,3,9,8,5
2,9/6/2014,P5,Big 12,Kansas,Southeast Missouri State,FCS,FCS,3,9,,
2,9/6/2014,P5,ACC,North Carolina State,Old Dominion,G5,CUSA,3,9,8,4
2,9/6/2014,G5,Sun Belt,Appalachian State,Campbell,FCS,FCS,4,8,,
2,9/6/2014,G5,Mid-American,Kent State,South Alabama,G5,Sun Belt,4,8,6,6
2,9/6/2014,G5,CUSA,Louisiana Tech,Louisiana-Lafayette,G5,Sun Belt,4,8,9,4
2,9/6/2014,P5,PAC,Colorado,Massachusetts,G5,Mid-American,4,8,1,11
2,9/6/2014,P5,SEC,Florida,Eastern Michigan,G5,Mid-American,4,8,2,10
2,9/6/2014,P5,Big Ten,Illinois,Western Kentucky,G5,CUSA,4,8,8,4
2,9/6/2014,P5,ACC,Wake Forest,Gardner-Webb,FCS,FCS,4,8,,
2,9/6/2014,P5,Big 12,West Virginia,Towson,FCS,FCS,4,8,,
2,9/6/2014,G5,Mid-American,Akron,Penn State,P5,Big Ten,5,7,7,5
2,9/6/2014,G5,AAC,SMU,North Texas,G5,CUSA,5,7,9,4
2,9/6/2014,G5,Mountain West,Wyoming,Air Force,G5,Mountain West,5,7,2,10
2,9/6/2014,P5,Big Ten,Northwestern,Northern Illinois,G5,Mid-American,5,7,12,2
2,9/6/2014,P5,SEC,Tennessee,Arkansas State,G5,Sun Belt,5,7,8,5
2,9/6/2014,P5,PAC,Utah,Fresno State,G5,Mountain West,5,7,11,2
2,9/6/2014,G5,Mid-American,Central Michigan,Purdue,P5,Big Ten,6,6,1,11
2,9/6/2014,G5,CUSA,Florida Atlantic,Alabama,P5,SEC,6,6,11,2
2,9/6/2014,G5,Sun Belt,Louisiana-Monroe,Idaho,G5,Sun Belt,6,6,1,11
2,9/6/2014,G5,Mountain West,San Jose State,Auburn,P5,SEC,6,6,12,2
2,9/6/2014,G5,Sun Belt,South Alabama,Kent State,G5,Mid-American,6,6,4,8
2,9/6/2014,G5,Sun Belt,Troy,Duke,P5,ACC,6,6,10,4
2,9/6/2014,P5,Big Ten,Rutgers,Howard,FCS,FCS,6,7,,
2,9/6/2014,G5,Sun Belt,Georgia Southern,Savannah State,FCS,FCS,7,4,,
2,9/6/2014,G5,Mid-American,Ohio,Kentucky,P5,SEC,7,6,2,10
2,9/6/2014,G5,Mid-American,Toledo,Missouri,P5,SEC,7,5,12,2
2,9/6/2014,G5,AAC,Tulane,Georgia Tech,P5,ACC,7,6,7,6
2,9/6/2014,G5,Mountain West,UNLV,Northern Colorado,FCS,FCS,7,6,,
2,9/6/2014,P5,ACC,Georgia Tech,Tulane,G5,AAC,7,6,7,6
2,9/6/2014,P5,Big Ten,Maryland,South Florida,G5,AAC,7,6,2,10
2,9/6/2014,P5,Big Ten,Michigan,Notre Dame,P5,ND,7,6,9,4
2,9/6/2014,P5,SEC,Mississippi State,UAB,G5,CUSA,7,6,2,10
2,9/6/2014,P5,ACC,North Carolina,San Diego State,G5,Mountain West,7,6,8,5
2,9/6/2014,P5,PAC,Oregon State,Hawaii,G5,Mountain West,7,6,1,11
2,9/6/2014,P5,Big Ten,Penn State,Akron,G5,Mid-American,7,5,5,7
2,9/6/2014,G5,Sun Belt,Arkansas State,Tennessee,P5,SEC,8,5,5,7
2,9/6/2014,G5,Mountain West,Boise State,Colorado State,G5,Mountain West,8,5,8,6
2,9/6/2014,G5,Mid-American,Buffalo,Army,G5,Ind.,8,5,3,9
2,9/6/2014,G5,Ind.,BYU,Texas,P5,Big 12,8,5,8,5
2,9/6/2014,G5,Mountain West,Colorado State,Boise State,G5,Mountain West,8,6,8,5
2,9/6/2014,G5,AAC,Houston,Grambling State,FCS,FCS,8,5,,
2,9/6/2014,G5,CUSA,MTSU,Minnesota,P5,Big Ten,8,5,8,5
2,9/6/2014,G5,CUSA,Old Dominion,North Carolina State,P5,ACC,8,4,3,9
2,9/6/2014,G5,Mountain West,San Diego State,North Carolina,P5,ACC,8,5,7,6
2,9/6/2014,G5,CUSA,Western Kentucky,Illinois,P5,Big Ten,8,4,4,8
2,9/6/2014,P5,Big Ten,Iowa,Ball State,G5,Mid-American,8,5,10,3
2,9/6/2014,P5,Big 12,Kansas State,Iowa State,P5,Big 12,8,5,3,9
2,9/6/2014,P5,Big Ten,Minnesota,MTSU,G5,CUSA,8,5,8,5
2,9/6/2014,P5,SEC,Ole Miss,Vanderbilt,P5,SEC,8,5,9,4
2,9/6/2014,P5,Big 12,Texas,BYU,G5,Ind.,8,5,8,5
2,9/6/2014,P5,Big 12,Texas Tech,UTEP,G5,CUSA,8,5,2,10
2,9/6/2014,P5,ACC,Virginia Tech,Ohio State,P5,Big Ten,8,5,12,2
2,9/6/2014,G5,Sun Belt,Louisiana-Lafayette,Louisiana Tech,G5,CUSA,9,4,4,8
2,9/6/2014,G5,Ind.,Navy,Temple,G5,AAC,9,4,2,10
2,9/6/2014,G5,CUSA,North Texas,SMU,G5,AAC,9,4,5,7
2,9/6/2014,G5,Mountain West,Utah State,Idaho State,FCS,FCS,9,5,,
2,9/6/2014,P5,ACC,Miami (FL),Florida A&M,FCS,FCS,9,4,,
2,9/6/2014,P5,Big Ten,Nebraska,McNeese State,FCS,FCS,9,4,,
2,9/6/2014,P5,ND,Notre Dame,Michigan,P5,Big Ten,9,4,7,6
2,9/6/2014,P5,SEC,Texas A&M,Lamar,FCS,FCS,9,4,,
2,9/6/2014,P5,SEC,Vanderbilt,Ole Miss,P5,SEC,9,4,8,5
2,9/6/2014,P5,PAC,Washington,Eastern Washington,FCS,FCS,9,4,,
2,9/6/2014,P5,Big Ten,Wisconsin,Western Illinois,FCS,FCS,9,4,,
2,9/6/2014,G5,Mid-American,Ball State,Iowa,P5,Big Ten,10,3,8,5
2,9/6/2014,G5,Mid-American,Bowling Green,Virginia Military Institute,FCS,FCS,10,4,,
2,9/6/2014,G5,AAC,East Carolina,South Carolina,P5,SEC,10,3,11,2
2,9/6/2014,G5,CUSA,Marshall,Rhode Island,FCS,FCS,10,4,,
2,9/6/2014,P5,PAC,Arizona State,New Mexico,G5,Mountain West,10,4,3,9
2,9/6/2014,P5,ACC,Duke,Troy,G5,Sun Belt,10,4,6,6
2,9/6/2014,P5,SEC,LSU,Sam Houston State,FCS,FCS,10,3,,
2,9/6/2014,P5,Big 12,Oklahoma State,Missouri State,FCS,FCS,10,3,,
2,9/6/2014,P5,PAC,UCLA,Memphis,G5,AAC,10,3,3,9
2,9/6/2014,P5,PAC,USC,Stanford,P5,PAC,10,4,11,3
2,9/6/2014,G5,Mountain West,Fresno State,Utah,P5,PAC,11,2,5,7
2,9/6/2014,P5,SEC,Alabama,Florida Atlantic,G5,CUSA,11,2,6,6
2,9/6/2014,P5,Big 12,Baylor,Northwestern State,FCS,FCS,11,2,,
2,9/6/2014,P5,ACC,Clemson,South Carolina State,FCS,FCS,11,2,,
2,9/6/2014,P5,Big 12,Oklahoma,Tulsa,G5,AAC,11,2,3,9
2,9/6/2014,P5,PAC,Oregon,Michigan State,P5,Big Ten,11,2,13,1
2,9/6/2014,P5,SEC,South Carolina,East Carolina,G5,AAC,11,2,10,3
2,9/6/2014,P5,PAC,Stanford,USC,P5,PAC,11,3,10,4
2,9/6/2014,G5,Mid-American,Northern Illinois,Northwestern,P5,Big Ten,12,2,5,7
2,9/6/2014,P5,SEC,Auburn,San Jose State,G5,Mountain West,12,2,6,6
2,9/6/2014,P5,ACC,Louisville,Murray State,FCS,FCS,12,1,,
2,9/6/2014,P5,SEC,Missouri,Toledo,G5,Mid-American,12,2,7,5
2,9/6/2014,P5,Big Ten,Ohio State,Virginia Tech,P5,ACC,12,2,8,5
2,9/6/2014,P5,Big Ten,Michigan State,Oregon,P5,PAC,13,1,11,2
2,9/6/2014,P5,ACC,Florida State,Citadel,FCS,FCS,14,0,,
3,9/11/2014,G5,Ind.,BYU,Houston,G5,AAC,8,5,8,5
3,9/11/2014,G5,AAC,Houston,BYU,G5,Ind.,8,5,8,5
3,9/12/2014,G5,Mid-American,Toledo,Cincinnati,G5,AAC,7,5,9,4
3,9/12/2014,G5,Mid-American,Buffalo,Baylor,P5,Big 12,8,5,11,2
3,9/12/2014,G5,AAC,Cincinnati,Toledo,G5,Mid-American,9,4,7,5
3,9/12/2014,P5,Big 12,Baylor,Buffalo,G5,Mid-American,11,2,8,5
3,9/13/2014,G5,Sun Belt,Georgia State,Air Force,G5,Mountain West,0,12,2,10
3,9/13/2014,G5,Mid-American,Miami (OH),Michigan,P5,Big Ten,0,12,7,6
3,9/13/2014,G5,CUSA,Florida International,Pittsburgh,P5,ACC,1,11,7,6
3,9/13/2014,G5,Mountain West,Hawaii,Northern Iowa,FCS,FCS,1,11,,
3,9/13/2014,G5,Sun Belt,Idaho,Western Michigan,G5,Mid-American,1,11,1,11
3,9/13/2014,G5,Mid-American,Massachusetts,Vanderbilt,P5,SEC,1,11,9,4
3,9/13/2014,G5,CUSA,Southern Miss,Alabama,P5,SEC,1,11,11,2
3,9/13/2014,G5,Mid-American,Western Michigan,Idaho,G5,Sun Belt,1,11,1,11
3,9/13/2014,P5,Big Ten,Purdue,Notre Dame,P5,ND,1,11,9,4
3,9/13/2014,G5,Mountain West,Air Force,Georgia State,G5,Sun Belt,2,10,0,12
3,9/13/2014,G5,Mid-American,Eastern Michigan,Old Dominion,G5,CUSA,2,10,8,4
