Week,GameDate,Status,Conference,Team,Opponent,OppStatus,OppConference,Wins,Losses,OppWins,OppLosses
7,10/11/2014,P5,ACC,Florida State,Syracuse,P5,ACC,14,0,7,6
8,10/14/2014,G5,Sun Belt,Texas State,Louisiana-Lafayette,G5,Sun Belt,6,6,9,4
8,10/14/2014,G5,Sun Belt,Louisiana-Lafayette,Texas State,G5,Sun Belt,9,4,6,6
8,10/16/2014,P5,PAC,Utah,Oregon State,P5,PAC,5,7,7,6
8,10/16/2014,P5,PAC,Oregon State,Utah,P5,PAC,7,6,5,7
8,10/16/2014,P5,ACC,Pittsburgh,Virginia Tech,P5,ACC,7,6,8,5
8,10/16/2014,P5,ACC,Virginia Tech,Pittsburgh,P5,ACC,8,5,7,6
8,10/17/2014,G5,AAC,Temple,Houston,G5,AAC,2,10,8,5
8,10/17/2014,G5,Mountain West,Boise State,Fresno State,G5,Mountain West,8,5,11,2
8,10/17/2014,G5,AAC,Houston,Temple,G5,AAC,8,5,2,10
8,10/17/2014,G5,Mountain West,Fresno State,Boise State,G5,Mountain West,11,2,8,5
8,10/18/2014,G5,Sun Belt,Georgia State,South Alabama,G5,Sun Belt,0,12,6,6
8,10/18/2014,G5,Mid-American,Miami (OH),Northern Illinois,G5,Mid-American,0,12,12,2
8,10/18/2014,G5,CUSA,Florida International,Marshall,G5,CUSA,1,11,10,4
8,10/18/2014,G5,Mountain West,Hawaii,San Diego State,G5,Mountain West,1,11,8,5
8,10/18/2014,G5,Sun Belt,Idaho,New Mexico State,G5,Sun Belt,1,11,2,10
8,10/18/2014,G5,Mid-American,Massachusetts,Eastern Michigan,G5,Mid-American,1,11,2,10
8,10/18/2014,G5,CUSA,Southern Miss,North Texas,G5,CUSA,1,11,9,4
8,10/18/2014,G5,Mid-American,Western Michigan,Bowling Green,G5,Mid-American,1,11,10,4
8,10/18/2014,P5,PAC,California,UCLA,P5,PAC,1,11,10,3
8,10/18/2014,P5,Big Ten,Purdue,Minnesota,P5,Big Ten,1,11,8,5
8,10/18/2014,G5,Mountain West,Air Force,New Mexico,G5,Mountain West,2,10,3,9
8,10/18/2014,G5,Mid-American,Eastern Michigan,Massachusetts,G5,Mid-American,2,10,1,11
8,10/18/2014,G5,Sun Belt,New Mexico State,Idaho,G5,Sun Belt,2,10,1,11
8,10/18/2014,G5,AAC,South Florida,Tulsa,G5,AAC,2,10,3,9
8,10/18/2014,G5,CUSA,UAB,MTSU,G5,CUSA,2,10,8,5
8,10/18/2014,P5,SEC,Kentucky,LSU,P5,SEC,2,10,10,3
8,10/18/2014,P5,ACC,Virginia,Duke,P5,ACC,2,10,10,4
8,10/18/2014,G5,Ind.,Army,Kent State,G5,Mid-American,3,9,4,8
8,10/18/2014,G5,Mountain West,New Mexico,Air Force,G5,Mountain West,3,9,2,10
8,10/18/2014,G5,AAC,Tulsa,South Florida,G5,AAC,3,9,2,10
8,10/18/2014,P5,SEC,Arkansas,Georgia,P5,SEC,3,9,8,5
8,10/18/2014,P5,Big 12,Iowa State,Texas,P5,Big 12,3,9,8,5
8,10/18/2014,P5,Big 12,Kansas,Texas Tech,P5,Big 12,3,9,8,5
8,10/18/2014,P5,ACC,North Carolina State,Louisville,P5,ACC,3,9,12,1
8,10/18/2014,G5,Sun Belt,Appalachian State,Troy,G5,Sun Belt,4,8,6,6
8,10/18/2014,G5,Mid-American,Kent State,Army,G5,Ind.,4,8,3,9
8,10/18/2014,G5,CUSA,Louisiana Tech,UTSA,G5,CUSA,4,8,7,5
8,10/18/2014,G5,Mountain West,Nevada,BYU,G5,Ind.,4,8,8,5
8,10/18/2014,P5,PAC,Colorado,USC,P5,PAC,4,8,10,4
8,10/18/2014,P5,SEC,Florida,Missouri,P5,SEC,4,8,12,2
8,10/18/2014,P5,Big 12,TCU,Oklahoma State,P5,Big 12,4,8,10,3
8,10/18/2014,P5,ACC,Wake Forest,Syracuse,P5,ACC,4,8,7,6
8,10/18/2014,P5,Big 12,West Virginia,Baylor,P5,Big 12,4,8,11,2
8,10/18/2014,G5,Mid-American,Akron,Ohio,G5,Mid-American,5,7,7,6
8,10/18/2014,G5,AAC,SMU,Cincinnati,G5,AAC,5,7,9,4
8,10/18/2014,G5,Mountain West,Wyoming,San Jose State,G5,Mountain West,5,7,6,6
8,10/18/2014,P5,Big Ten,Indiana,Michigan State,P5,Big Ten,5,7,13,1
8,10/18/2014,P5,Big Ten,Northwestern,Nebraska,P5,Big Ten,5,7,9,4
8,10/18/2014,P5,SEC,Tennessee,Ole Miss,P5,SEC,5,7,8,5
8,10/18/2014,G5,Mid-American,Central Michigan,Ball State,G5,Mid-American,6,6,10,3
8,10/18/2014,G5,CUSA,Florida Atlantic,Western Kentucky,G5,CUSA,6,6,8,4
8,10/18/2014,G5,Mountain West,San Jose State,Wyoming,G5,Mountain West,6,6,5,7
8,10/18/2014,G5,Sun Belt,South Alabama,Georgia State,G5,Sun Belt,6,6,0,12
8,10/18/2014,G5,Sun Belt,Troy,Appalachian State,G5,Sun Belt,6,6,4,8
8,10/18/2014,P5,Big Ten,Rutgers,Ohio State,P5,Big Ten,6,7,12,2
8,10/18/2014,G5,Mid-American,Ohio,Akron,G5,Mid-American,7,6,5,7
8,10/18/2014,G5,AAC,Tulane,UCF,G5,AAC,7,6,12,1
8,10/18/2014,G5,CUSA,UTSA,Louisiana Tech,G5,CUSA,7,5,4,8
8,10/18/2014,P5,ACC,Boston College,Clemson,P5,ACC,7,6,11,2
8,10/18/2014,P5,ACC,Georgia Tech,North Carolina,P5,ACC,7,6,7,6
8,10/18/2014,P5,Big Ten,Maryland,Iowa,P5,Big Ten,7,6,8,5
8,10/18/2014,P5,ACC,North Carolina,Georgia Tech,P5,ACC,7,6,7,6
8,10/18/2014,P5,ACC,Syracuse,Wake Forest,P5,ACC,7,6,4,8
8,10/18/2014,G5,Ind.,BYU,Nevada,G5,Mountain West,8,5,4,8
8,10/18/2014,G5,Mountain West,Colorado State,Utah State,G5,Mountain West,8,6,9,5
8,10/18/2014,G5,CUSA,MTSU,UAB,G5,CUSA,8,5,2,10
8,10/18/2014,G5,Mountain West,San Diego State,Hawaii,G5,Mountain West,8,5,1,11
8,10/18/2014,G5,CUSA,Western Kentucky,Florida Atlantic,G5,CUSA,8,4,6,6
8,10/18/2014,P5,SEC,Georgia,Arkansas,P5,SEC,8,5,3,9
8,10/18/2014,P5,Big Ten,Iowa,Maryland,P5,Big Ten,8,5,7,6
8,10/18/2014,P5,Big 12,Kansas State,Oklahoma,P5,Big 12,8,5,11,2
8,10/18/2014,P5,Big Ten,Minnesota,Purdue,P5,Big Ten,8,5,1,11
8,10/18/2014,P5,SEC,Ole Miss,Tennessee,P5,SEC,8,5,5,7
8,10/18/2014,P5,Big 12,Texas,Iowa State,P5,Big 12,8,5,3,9
8,10/18/2014,P5,Big 12,Texas Tech,Kansas,P5,Big 12,8,5,3,9
8,10/18/2014,G5,AAC,Cincinnati,SMU,G5,AAC,9,4,5,7
8,10/18/2014,G5,CUSA,North Texas,Southern Miss,G5,CUSA,9,4,1,11
8,10/18/2014,G5,Mountain West,Utah State,Colorado State,G5,Mountain West,9,5,8,6
8,10/18/2014,P5,Big Ten,Nebraska,Northwestern,P5,Big Ten,9,4,5,7
8,10/18/2014,P5,ND,Notre Dame,Florida State,P5,ACC,9,4,14,0
8,10/18/2014,P5,SEC,Texas A&M,Alabama,P5,SEC,9,4,11,2
8,10/18/2014,P5,PAC,Washington,Oregon,P5,PAC,9,4,11,2
8,10/18/2014,G5,Mid-American,Ball State,Central Michigan,G5,Mid-American,10,3,6,6
8,10/18/2014,G5,Mid-American,Bowling Green,Western Michigan,G5,Mid-American,10,4,1,11
8,10/18/2014,G5,CUSA,Marshall,Florida International,G5,CUSA,10,4,1,11
8,10/18/2014,P5,PAC,Arizona State,Stanford,P5,PAC,10,4,11,3
8,10/18/2014,P5,ACC,Duke,Virginia,P5,ACC,10,4,2,10
8,10/18/2014,P5,SEC,LSU,Kentucky,P5,SEC,10,3,2,10
8,10/18/2014,P5,Big 12,Oklahoma State,TCU,P5,Big 12,10,3,4,8
8,10/18/2014,P5,PAC,UCLA,California,P5,PAC,10,3,1,11
8,10/18/2014,P5,PAC,USC,Colorado,P5,PAC,10,4,4,8
8,10/18/2014,P5,SEC,Alabama,Texas A&M,P5,SEC,11,2,9,4
8,10/18/2014,P5,Big 12,Baylor,West Virginia,P5,Big 12,11,2,4,8
8,10/18/2014,P5,ACC,Clemson,Boston College,P5,ACC,11,2,7,6
8,10/18/2014,P5,Big 12,Oklahoma,Kansas State,P5,Big 12,11,2,8,5
8,10/18/2014,P5,PAC,Oregon,Washington,P5,PAC,11,2,9,4
8,10/18/2014,P5,SEC,South Carolina,Furman,FCS,FCS,11,2,,
8,10/18/2014,P5,PAC,Stanford,Arizona State,P5,PAC,11,3,10,4
8,10/18/2014,G5,Mid-American,Northern Illinois,Miami (OH),G5,Mid-American,12,2,0,12
8,10/18/2014,G5,AAC,UCF,Tulane,G5,AAC,12,1,7,6
8,10/18/2014,P5,ACC,Louisville,North Carolina State,P5,ACC,12,1,3,9
8,10/18/2014,P5,SEC,Missouri,Florida,P5,SEC,12,2,4,8
8,10/18/2014,P5,Big Ten,Ohio State,Rutgers,P5,Big Ten,12,2,6,7
8,10/18/2014,P5,Big Ten,Michigan State,Indiana,P5,Big Ten,13,1,5,7
8,10/18/2014,P5,ACC,Florida State,Notre Dame,P5,ND,14,0,9,4
9,10/21/2014,G5,Sun Belt,Arkansas State,Louisiana-Lafayette,G5,Sun Belt,8,5,9,4
9,10/21/2014,G5,Sun Belt,Louisiana-Lafayette,Arkansas State,G5,Sun Belt,9,4,8,5
9,10/23/2014,G5,AAC,Connecticut,East Carolina,G5,AAC,3,9,10,3
9,10/23/2014,P5,ACC,Virginia Tech,Miami (FL),P5,ACC,8,5,9,4
9,10/23/2014,P5,ACC,Miami (FL),Virginia Tech,P5,ACC,9,4,8,5
9,10/23/2014,G5,AAC,East Carolina,Connecticut,G5,AAC,10,3,3,9
9,10/24/2014,P5,PAC,California,Oregon,P5,PAC,1,11,11,2
9,10/24/2014,G5,AAC,South Florida,Cincinnati,G5,AAC,2,10,9,4
9,10/24/2014,G5,Sun Belt,South Alabama,Troy,G5,Sun Belt,6,6,6,6
9,10/24/2014,G5,Sun Belt,Troy,South Alabama,G5,Sun Belt,6,6,6,6
9,10/24/2014,G5,Mountain West,Boise State,BYU,G5,Ind.,8,5,8,5
9,10/24/2014,G5,Ind.,BYU,Boise State,G5,Mountain West,8,5,8,5
9,10/24/2014,G5,AAC,Cincinnati,South Florida,G5,AAC,9,4,2,10
9,10/24/2014,P5,PAC,Oregon,California,P5,PAC,11,2,1,11
9,10/25/2014,G5,Sun Belt,Georgia State,Georgia Southern,G5,Sun Belt,0,12,7,4
9,10/25/2014,G5,Mid-American,Miami (OH),Kent State,G5,Mid-American,0,12,4,8
9,10/25/2014,G5,Mountain West,Hawaii,Nevada,G5,Mountain West,1,11,4,8
9,10/25/2014,G5,Mid-American,Massachusetts,Toledo,G5,Mid-American,1,11,7,5
9,10/25/2014,G5,CUSA,Southern Miss,Louisiana Tech,G5,CUSA,1,11,4,8
9,10/25/2014,G5,Mid-American,Western Michigan,Ohio,G5,Mid-American,1,11,7,6
9,10/25/2014,G5,Mid-American,Eastern Michigan,Northern Illinois,G5,Mid-American,2,10,12,2
9,10/25/2014,G5,AAC,Temple,UCF,G5,AAC,2,10,12,1
9,10/25/2014,G5,CUSA,UAB,Arkansas,P5,SEC,2,10,3,9
9,10/25/2014,G5,CUSA,UTEP,UTSA,G5,CUSA,2,10,7,5
9,10/25/2014,P5,SEC,Kentucky,Mississippi State,P5,SEC,2,10,7,6
9,10/25/2014,P5,ACC,Virginia,North Carolina,P5,ACC,2,10,7,6
9,10/25/2014,G5,AAC,Memphis,SMU,G5,AAC,3,9,5,7
9,10/25/2014,P5,SEC,Arkansas,UAB,G5,CUSA,3,9,2,10
9,10/25/2014,G5,Mid-American,Kent State,Miami (OH),G5,Mid-American,4,8,0,12
9,10/25/2014,G5,CUSA,Louisiana Tech,Southern Miss,G5,CUSA,4,8,1,11
9,10/25/2014,G5,Mountain West,Nevada,Hawaii,G5,Mountain West,4,8,1,11
9,10/25/2014,P5,PAC,Colorado,UCLA,P5,PAC,4,8,10,3
9,10/25/2014,P5,Big Ten,Illinois,Minnesota,P5,Big Ten,4,8,8,5
9,10/25/2014,P5,Big 12,TCU,Texas Tech,P5,Big 12,4,8,8,5
9,10/25/2014,P5,ACC,Wake Forest,Boston College,P5,ACC,4,8,7,6
9,10/25/2014,P5,Big 12,West Virginia,Oklahoma State,P5,Big 12,4,8,10,3
9,10/25/2014,G5,Mid-American,Akron,Ball State,G5,Mid-American,5,7,10,3
9,10/25/2014,G5,AAC,SMU,Memphis,G5,AAC,5,7,3,9
9,10/25/2014,G5,Mountain West,Wyoming,Colorado State,G5,Mountain West,5,7,8,6
9,10/25/2014,P5,SEC,Tennessee,Alabama,P5,SEC,5,7,11,2
9,10/25/2014,P5,PAC,Utah,USC,P5,PAC,5,7,10,4
9,10/25/2014,G5,Mid-American,Central Michigan,Buffalo,G5,Mid-American,6,6,8,5
9,10/25/2014,G5,CUSA,Florida Atlantic,Marshall,G5,CUSA,6,6,10,4
9,10/25/2014,G5,Sun Belt,Louisiana-Monroe,Texas State,G5,Sun Belt,6,6,6,6
9,10/25/2014,G5,Mountain West,San Jose State,Navy,G5,Ind.,6,6,9,4
9,10/25/2014,G5,Sun Belt,Texas State,Louisiana-Monroe,G5,Sun Belt,6,6,6,6
9,10/25/2014,P5,Big Ten,Rutgers,Nebraska,P5,Big Ten,6,7,9,4
9,10/25/2014,P5,PAC,Washington State,Arizona,P5,PAC,6,7,8,5
9,10/25/2014,G5,Sun Belt,Georgia Southern,Georgia State,G5,Sun Belt,7,4,0,12
9,10/25/2014,G5,Mid-American,Ohio,Western Michigan,G5,Mid-American,7,6,1,11
9,10/25/2014,G5,Mid-American,Toledo,Massachusetts,G5,Mid-American,7,5,1,11
9,10/25/2014,G5,Mountain West,UNLV,Utah State,G5,Mountain West,7,6,9,5
9,10/25/2014,G5,CUSA,UTSA,UTEP,G5,CUSA,7,5,2,10
9,10/25/2014,P5,ACC,Boston College,Wake Forest,P5,ACC,7,6,4,8
9,10/25/2014,P5,ACC,Georgia Tech,Pittsburgh,P5,ACC,7,6,7,6
9,10/25/2014,P5,Big Ten,Maryland,Wisconsin,P5,Big Ten,7,6,9,4
9,10/25/2014,P5,Big Ten,Michigan,Michigan State,P5,Big Ten,7,6,13,1
9,10/25/2014,P5,SEC,Mississippi State,Kentucky,P5,SEC,7,6,2,10
9,10/25/2014,P5,ACC,North Carolina,Virginia,P5,ACC,7,6,2,10
9,10/25/2014,P5,PAC,Oregon State,Stanford,P5,PAC,7,6,11,3
9,10/25/2014,P5,Big Ten,Penn State,Ohio State,P5,Big Ten,7,5,12,2
9,10/25/2014,P5,ACC,Pittsburgh,Georgia Tech,P5,ACC,7,6,7,6
9,10/25/2014,P5,ACC,Syracuse,Clemson,P5,ACC,7,6,11,2
9,10/25/2014,G5,Mid-American,Buffalo,Central Michigan,G5,Mid-American,8,5,6,6
9,10/25/2014,G5,Mountain West,Colorado State,Wyoming,G5,Mountain West,8,6,5,7
9,10/25/2014,G5,CUSA,Old Dominion,Western Kentucky,G5,CUSA,8,4,8,4
9,10/25/2014,G5,CUSA,Western Kentucky,Old Dominion,G5,CUSA,8,4,8,4
9,10/25/2014,P5,PAC,Arizona,Washington State,P5,PAC,8,5,6,7
9,10/25/2014,P5,Big 12,Kansas State,Texas,P5,Big 12,8,5,8,5
9,10/25/2014,P5,Big Ten,Minnesota,Illinois,P5,Big Ten,8,5,4,8
9,10/25/2014,P5,SEC,Ole Miss,LSU,P5,SEC,8,5,10,3
9,10/25/2014,P5,Big 12,Texas,Kansas State,P5,Big 12,8,5,8,5
9,10/25/2014,P5,Big 12,Texas Tech,TCU,P5,Big 12,8,5,4,8
9,10/25/2014,G5,Ind.,Navy,San Jose State,G5,Mountain West,9,4,6,6
9,10/25/2014,G5,CUSA,North Texas,Rice,G5,CUSA,9,4,10,4
9,10/25/2014,G5,Mountain West,Utah State,UNLV,G5,Mountain West,9,5,7,6
9,10/25/2014,P5,Big Ten,Nebraska,Rutgers,P5,Big Ten,9,4,6,7
9,10/25/2014,P5,SEC,Vanderbilt,Missouri,P5,SEC,9,4,12,2
9,10/25/2014,P5,PAC,Washington,Arizona State,P5,PAC,9,4,10,4
9,10/25/2014,P5,Big Ten,Wisconsin,Maryland,P5,Big Ten,9,4,7,6
9,10/25/2014,G5,Mid-American,Ball State,Akron,G5,Mid-American,10,3,5,7
9,10/25/2014,G5,CUSA,Marshall,Florida Atlantic,G5,CUSA,10,4,6,6
9,10/25/2014,G5,CUSA,Rice,North Texas,G5,CUSA,10,4,9,4
9,10/25/2014,P5,PAC,Arizona State,Washington,P5,PAC,10,4,9,4
9,10/25/2014,P5,SEC,LSU,Ole Miss,P5,SEC,10,3,8,5
9,10/25/2014,P5,Big 12,Oklahoma State,West Virginia,P5,Big 12,10,3,4,8
9,10/25/2014,P5,PAC,UCLA,Colorado,P5,PAC,10,3,4,8
9,10/25/2014,P5,PAC,USC,Utah,P5,PAC,10,4,5,7
9,10/25/2014,P5,SEC,Alabama,Tennessee,P5,SEC,11,2,5,7
9,10/25/2014,P5,ACC,Clemson,Syracuse,P5,ACC,11,2,7,6
9,10/25/2014,P5,SEC,South Carolina,Auburn,P5,SEC,11,2,12,2
9,10/25/2014,P5,PAC,Stanford,Oregon State,P5,PAC,11,3,7,6
9,10/25/2014,G5,Mid-American,Northern Illinois,Eastern Michigan,G5,Mid-American,12,2,2,10
9,10/25/2014,G5,AAC,UCF,Temple,G5,AAC,12,1,2,10
9,10/25/2014,P5,SEC,Auburn,South Carolina,P5,SEC,12,2,11,2
9,10/25/2014,P5,SEC,Missouri,Vanderbilt,P5,SEC,12,2,9,4
9,10/25/2014,P5,Big Ten,Ohio State,Penn State,P5,Big Ten,12,2,7,5
9,10/25/2014,P5,Big Ten,Michigan State,Michigan,P5,Big Ten,13,1,7,6
10,10/30/2014,G5,Sun Belt,Troy,Georgia Southern,G5,Sun Belt,6,6,7,4
10,10/30/2014,G5,Sun Belt,Georgia Southern,Troy,G5,Sun Belt,7,4,6,6
10,10/30/2014,P5,ACC,Louisville,Florida State,P5,ACC,12,1,14,0
10,10/30/2014,P5,ACC,Florida State,Louisville,P5,ACC,14,0,12,1
10,10/31/2014,G5,AAC,Memphis,Tulsa,G5,AAC,3,9,3,9
10,10/31/2014,G5,AAC,Tulsa,Memphis,G5,AAC,3,9,3,9
10,10/31/2014,G5,AAC,Tulane,Cincinnati,G5,AAC,7,6,9,4
10,10/31/2014,G5,AAC,Cincinnati,Tulane,G5,AAC,9,4,7,6
10,11/1/2014,G5,Sun Belt,Georgia State,Appalachian State,G5,Sun Belt,0,12,4,8
10,11/1/2014,G5,Mid-American,Miami (OH),Western Michigan,G5,Mid-American,0,12,1,11
10,11/1/2014,G5,CUSA,Florida International,Rice,G5,CUSA,1,11,10,4
10,11/1/2014,G5,Mountain West,Hawaii,Utah State,G5,Mountain West,1,11,9,5
10,11/1/2014,G5,Sun Belt,Idaho,Arkansas State,G5,Sun Belt,1,11,8,5
10,11/1/2014,G5,CUSA,Southern Miss,UTEP,G5,CUSA,1,11,2,10
10,11/1/2014,G5,Mid-American,Western Michigan,Miami (OH),G5,Mid-American,1,11,0,12
10,11/1/2014,P5,PAC,California,Oregon State,P5,PAC,1,11,7,6
10,11/1/2014,P5,Big Ten,Purdue,Nebraska,P5,Big Ten,1,11,9,4
10,11/1/2014,G5,Mountain West,Air Force,Army,G5,Ind.,2,10,3,9
10,11/1/2014,G5,Mid-American,Eastern Michigan,Central Michigan,G5,Mid-American,2,10,6,6
10,11/1/2014,G5,Sun Belt,New Mexico State,Texas State,G5,Sun Belt,2,10,6,6
10,11/1/2014,G5,AAC,South Florida,Houston,G5,AAC,2,10,8,5
10,11/1/2014,G5,AAC,Temple,East Carolina,G5,AAC,2,10,10,3
10,11/1/2014,G5,CUSA,UAB,Florida Atlantic,G5,CUSA,2,10,6,6
10,11/1/2014,G5,CUSA,UTEP,Southern Miss,G5,CUSA,2,10,1,11
10,11/1/2014,P5,SEC,Kentucky,Missouri,P5,SEC,2,10,12,2
10,11/1/2014,P5,ACC,Virginia,Georgia Tech,P5,ACC,2,10,7,6
10,11/1/2014,G5,Ind.,Army,Air Force,G5,Mountain West,3,9,2,10
10,11/1/2014,G5,AAC,Connecticut,UCF,G5,AAC,3,9,12,1
10,11/1/2014,G5,Mountain West,New Mexico,UNLV,G5,Mountain West,3,9,7,6
10,11/1/2014,P5,SEC,Arkansas,Mississippi State,P5,SEC,3,9,7,6
10,11/1/2014,P5,Big 12,Iowa State,Oklahoma,P5,Big 12,3,9,11,2
10,11/1/2014,P5,Big 12,Kansas,Baylor,P5,Big 12,3,9,11,2
10,11/1/2014,P5,ACC,North Carolina State,Syracuse,P5,ACC,3,9,7,6
10,11/1/2014,G5,Sun Belt,Appalachian State,Georgia State,G5,Sun Belt,4,8,0,12
10,11/1/2014,G5,CUSA,Louisiana Tech,Western Kentucky,G5,CUSA,4,8,8,4
10,11/1/2014,G5,Mountain West,Nevada,San Diego State,G5,Mountain West,4,8,8,5
10,11/1/2014,P5,PAC,Colorado,Washington,P5,PAC,4,8,9,4
10,11/1/2014,P5,SEC,Florida,Georgia,P5,SEC,4,8,8,5
10,11/1/2014,P5,Big Ten,Illinois,Ohio State,P5,Big Ten,4,8,12,2
10,11/1/2014,P5,Big 12,TCU,West Virginia,P5,Big 12,4,8,4,8
10,11/1/2014,P5,Big 12,West Virginia,TCU,P5,Big 12,4,8,4,8
10,11/1/2014,G5,Mountain West,Wyoming,Fresno State,G5,Mountain West,5,7,11,2
10,11/1/2014,P5,Big Ten,Indiana,Michigan,P5,Big Ten,5,7,7,6
10,11/1/2014,P5,Big Ten,Northwestern,Iowa,P5,Big Ten,5,7,8,5
10,11/1/2014,P5,SEC,Tennessee,South Carolina,P5,SEC,5,7,11,2
10,11/1/2014,P5,PAC,Utah,Arizona State,P5,PAC,5,7,10,4
10,11/1/2014,G5,Mid-American,Central Michigan,Eastern Michigan,G5,Mid-American,6,6,2,10
10,11/1/2014,G5,CUSA,Florida Atlantic,UAB,G5,CUSA,6,6,2,10
10,11/1/2014,G5,Sun Belt,Louisiana-Monroe,Texas A&M,P5,SEC,6,6,9,4
10,11/1/2014,G5,Mountain West,San Jose State,Colorado State,G5,Mountain West,6,6,8,6
